fold,held_out,model,channel,hand,horizon_step,metric,value,n_frames,config_hash,arm
0,S01,ar,F_L,left,all,MSE,35.12480684842721,32388,2ec2ba37fa8cbb0b,none
0,S01,ar,F_L,left,all,MAE,4.088237575809318,32388,2ec2ba37fa8cbb0b,none
0,S01,ar,F_L,left,all,Hausdorff,2.581467989413635,32388,2ec2ba37fa8cbb0b,none
0,S01,ar,F_L,left,all,SS_vs_persistence,0.0546912195947826,32388,2ec2ba37fa8cbb0b,none
0,S01,ar,F_L,left,all,HD_ratio_vs_persistence,0.8618940193633966,32388,2ec2ba37fa8cbb0b,none
0,S01,ar,F_L,left,all,SS_vs_seasonal,0.0593214994683005,32388,2ec2ba37fa8cbb0b,none
0,S01,ar,F_L,left,all,HD_ratio_vs_seasonal,0.859389707847907,32388,2ec2ba37fa8cbb0b,none
0,S01,ar,F_L,left,all,SS_vs_ar,2.853273173286652e-14,32388,2ec2ba37fa8cbb0b,none
0,S01,ar,F_L,left,all,HD_ratio_vs_ar,1.0,32388,2ec2ba37fa8cbb0b,none
0,S01,ar,F_L,left,all,SS_vs_probgru,0.5242104371308417,32388,2ec2ba37fa8cbb0b,none
0,S01,ar,F_L,left,all,HD_ratio_vs_probgru,0.6512552519158932,32388,2ec2ba37fa8cbb0b,none
0,S01,ar,CoPx_L,left,all,MSE,2.77885177842134e-05,15430,2ec2ba37fa8cbb0b,none
0,S01,ar,CoPx_L,left,all,MAE,0.0036066580608755,15430,2ec2ba37fa8cbb0b,none
0,S01,ar,CoPx_L,left,all,Hausdorff,2.542313841467493,15430,2ec2ba37fa8cbb0b,none
0,S01,ar,CoPx_L,left,all,SS_vs_persistence,0.1464494517595735,15430,2ec2ba37fa8cbb0b,none
0,S01,ar,CoPx_L,left,all,HD_ratio_vs_persistence,0.8573517049743642,15430,2ec2ba37fa8cbb0b,none
0,S01,ar,CoPx_L,left,all,SS_vs_seasonal,0.1464494517595735,15430,2ec2ba37fa8cbb0b,none
0,S01,ar,CoPx_L,left,all,HD_ratio_vs_seasonal,0.8573517049743642,15430,2ec2ba37fa8cbb0b,none
0,S01,ar,CoPx_L,left,all,SS_vs_ar,3.598608500077205e-08,15430,2ec2ba37fa8cbb0b,none
0,S01,ar,CoPx_L,left,all,HD_ratio_vs_ar,1.0,15430,2ec2ba37fa8cbb0b,none
0,S01,ar,CoPx_L,left,all,SS_vs_probgru,0.0014654832239846,15430,2ec2ba37fa8cbb0b,none
0,S01,ar,CoPx_L,left,all,HD_ratio_vs_probgru,0.933461032144154,15430,2ec2ba37fa8cbb0b,none
0,S01,ar,CoPy_L,left,all,MSE,2.5411307009420607e-05,15430,2ec2ba37fa8cbb0b,none
0,S01,ar,CoPy_L,left,all,MAE,0.0030816083070986,15430,2ec2ba37fa8cbb0b,none
0,S01,ar,CoPy_L,left,all,Hausdorff,2.446234909928163,15430,2ec2ba37fa8cbb0b,none
0,S01,ar,CoPy_L,left,all,SS_vs_persistence,0.2063823643803612,15430,2ec2ba37fa8cbb0b,none
0,S01,ar,CoPy_L,left,all,HD_ratio_vs_persistence,0.8449056680732078,15430,2ec2ba37fa8cbb0b,none
0,S01,ar,CoPy_L,left,all,SS_vs_seasonal,0.2063823643803612,15430,2ec2ba37fa8cbb0b,none
0,S01,ar,CoPy_L,left,all,HD_ratio_vs_seasonal,0.8449056680732078,15430,2ec2ba37fa8cbb0b,none
0,S01,ar,CoPy_L,left,all,SS_vs_ar,3.9352559100258595e-08,15430,2ec2ba37fa8cbb0b,none
0,S01,ar,CoPy_L,left,all,HD_ratio_vs_ar,1.0,15430,2ec2ba37fa8cbb0b,none
0,S01,ar,CoPy_L,left,all,SS_vs_probgru,0.1321358123252836,15430,2ec2ba37fa8cbb0b,none
0,S01,ar,CoPy_L,left,all,HD_ratio_vs_probgru,0.8768313028675525,15430,2ec2ba37fa8cbb0b,none
0,S01,ar,F_R,right,all,MSE,86.79347309753867,32388,2ec2ba37fa8cbb0b,none
0,S01,ar,F_R,right,all,MAE,6.476263452943122,32388,2ec2ba37fa8cbb0b,none
0,S01,ar,F_R,right,all,Hausdorff,2.720097473863463,32388,2ec2ba37fa8cbb0b,none
0,S01,ar,F_R,right,all,SS_vs_persistence,0.0822722432085442,32388,2ec2ba37fa8cbb0b,none
0,S01,ar,F_R,right,all,HD_ratio_vs_persistence,0.892174745843376,32388,2ec2ba37fa8cbb0b,none
0,S01,ar,F_R,right,all,SS_vs_seasonal,0.0885691390588073,32388,2ec2ba37fa8cbb0b,none
0,S01,ar,F_R,right,all,HD_ratio_vs_seasonal,0.8897117369306071,32388,2ec2ba37fa8cbb0b,none
0,S01,ar,F_R,right,all,SS_vs_ar,1.1435297153639112e-14,32388,2ec2ba37fa8cbb0b,none
0,S01,ar,F_R,right,all,HD_ratio_vs_ar,1.0,32388,2ec2ba37fa8cbb0b,none
0,S01,ar,F_R,right,all,SS_vs_probgru,0.0971136020032057,32388,2ec2ba37fa8cbb0b,none
0,S01,ar,F_R,right,all,HD_ratio_vs_probgru,0.9192682441553456,32388,2ec2ba37fa8cbb0b,none
0,S01,ar,CoPx_R,right,all,MSE,1.897932965191676e-05,22076,2ec2ba37fa8cbb0b,none
0,S01,ar,CoPx_R,right,all,MAE,0.0030795624147069,22076,2ec2ba37fa8cbb0b,none
0,S01,ar,CoPx_R,right,all,Hausdorff,2.393357043700162,22076,2ec2ba37fa8cbb0b,none
0,S01,ar,CoPx_R,right,all,SS_vs_persistence,0.1359163855091946,22076,2ec2ba37fa8cbb0b,none
0,S01,ar,CoPx_R,right,all,HD_ratio_vs_persistence,0.842383348114778,22076,2ec2ba37fa8cbb0b,none
0,S01,ar,CoPx_R,right,all,SS_vs_seasonal,0.2153931383081119,22076,2ec2ba37fa8cbb0b,none
0,S01,ar,CoPx_R,right,all,HD_ratio_vs_seasonal,0.8301784778943697,22076,2ec2ba37fa8cbb0b,none
0,S01,ar,CoPx_R,right,all,SS_vs_ar,5.2688897134167696e-08,22076,2ec2ba37fa8cbb0b,none
0,S01,ar,CoPx_R,right,all,HD_ratio_vs_ar,1.0,22076,2ec2ba37fa8cbb0b,none
0,S01,ar,CoPx_R,right,all,SS_vs_probgru,0.2420087559740574,22076,2ec2ba37fa8cbb0b,none
0,S01,ar,CoPx_R,right,all,HD_ratio_vs_probgru,0.7944263989080175,22076,2ec2ba37fa8cbb0b,none
0,S01,ar,CoPy_R,right,all,MSE,3.446356552527716e-05,22076,2ec2ba37fa8cbb0b,none
0,S01,ar,CoPy_R,right,all,MAE,0.004356815921858,22076,2ec2ba37fa8cbb0b,none
0,S01,ar,CoPy_R,right,all,Hausdorff,3.3043115480570036,22076,2ec2ba37fa8cbb0b,none
0,S01,ar,CoPy_R,right,all,SS_vs_persistence,-0.592640748047121,22076,2ec2ba37fa8cbb0b,none
0,S01,ar,CoPy_R,right,all,HD_ratio_vs_persistence,1.146343654850696,22076,2ec2ba37fa8cbb0b,none
0,S01,ar,CoPy_R,right,all,SS_vs_seasonal,-0.5724533035306796,22076,2ec2ba37fa8cbb0b,none
0,S01,ar,CoPy_R,right,all,HD_ratio_vs_seasonal,1.1381350547893772,22076,2ec2ba37fa8cbb0b,none
0,S01,ar,CoPy_R,right,all,SS_vs_ar,2.9016149594163213e-08,22076,2ec2ba37fa8cbb0b,none
0,S01,ar,CoPy_R,right,all,HD_ratio_vs_ar,1.0,22076,2ec2ba37fa8cbb0b,none
0,S01,ar,CoPy_R,right,all,SS_vs_probgru,0.2222781811737346,22076,2ec2ba37fa8cbb0b,none
0,S01,ar,CoPy_R,right,all,HD_ratio_vs_probgru,0.8024018705324112,22076,2ec2ba37fa8cbb0b,none
0,S01,probgru,F_L,left,all,MSE,73.82424834335012,32388,2ec2ba37fa8cbb0b,none
0,S01,probgru,F_L,left,all,MAE,6.4362033427354115,32388,2ec2ba37fa8cbb0b,none
0,S01,probgru,F_L,left,all,Hausdorff,3.9638344286965097,32388,2ec2ba37fa8cbb0b,none
0,S01,probgru,F_L,left,all,SS_vs_persistence,-0.9868211793144436,32388,2ec2ba37fa8cbb0b,none
0,S01,probgru,F_L,left,all,HD_ratio_vs_persistence,1.3234350384551012,32388,2ec2ba37fa8cbb0b,none
0,S01,probgru,F_L,left,all,SS_vs_seasonal,-0.9770893982186248,32388,2ec2ba37fa8cbb0b,none
0,S01,probgru,F_L,left,all,HD_ratio_vs_seasonal,1.3195896775031206,32388,2ec2ba37fa8cbb0b,none
0,S01,probgru,F_L,left,all,SS_vs_ar,-1.1017695175355433,32388,2ec2ba37fa8cbb0b,none
0,S01,probgru,F_L,left,all,HD_ratio_vs_ar,1.5354962544381074,32388,2ec2ba37fa8cbb0b,none
0,S01,probgru,F_L,left,all,SS_vs_probgru,1.3433698597964394e-14,32388,2ec2ba37fa8cbb0b,none
0,S01,probgru,F_L,left,all,HD_ratio_vs_probgru,1.0,32388,2ec2ba37fa8cbb0b,none
0,S01,probgru,CoPx_L,left,all,MSE,2.782930015819595e-05,15430,2ec2ba37fa8cbb0b,none
0,S01,probgru,CoPx_L,left,all,MAE,0.0036691843810117,15430,2ec2ba37fa8cbb0b,none
0,S01,probgru,CoPx_L,left,all,Hausdorff,2.7235350528000235,15430,2ec2ba37fa8cbb0b,none
0,S01,probgru,CoPx_L,left,all,SS_vs_persistence,0.1451967826556773,15430,2ec2ba37fa8cbb0b,none
0,S01,probgru,CoPx_L,left,all,HD_ratio_vs_persistence,0.9184654478880953,15430,2ec2ba37fa8cbb0b,none
0,S01,probgru,CoPx_L,left,all,SS_vs_seasonal,0.1451967826556773,15430,2ec2ba37fa8cbb0b,none
0,S01,probgru,CoPx_L,left,all,HD_ratio_vs_seasonal,0.9184654478880953,15430,2ec2ba37fa8cbb0b,none
0,S01,probgru,CoPx_L,left,all,SS_vs_ar,-0.0014675619920312,15430,2ec2ba37fa8cbb0b,none
0,S01,probgru,CoPx_L,left,all,HD_ratio_vs_ar,1.071281998460082,15430,2ec2ba37fa8cbb0b,none
0,S01,probgru,CoPx_L,left,all,SS_vs_probgru,3.593334929608005e-08,15430,2ec2ba37fa8cbb0b,none
0,S01,probgru,CoPx_L,left,all,HD_ratio_vs_probgru,1.0,15430,2ec2ba37fa8cbb0b,none
0,S01,probgru,CoPy_L,left,all,MSE,2.9280279682517347e-05,15430,2ec2ba37fa8cbb0b,none
0,S01,probgru,CoPy_L,left,all,MAE,0.0035234640637855,15430,2ec2ba37fa8cbb0b,none
0,S01,probgru,CoPy_L,left,all,Hausdorff,2.7898580969088336,15430,2ec2ba37fa8cbb0b,none
0,S01,probgru,CoPy_L,left,all,SS_vs_persistence,0.0855509193877159,15430,2ec2ba37fa8cbb0b,none
0,S01,probgru,CoPy_L,left,all,HD_ratio_vs_persistence,0.9635897638577268,15430,2ec2ba37fa8cbb0b,none
0,S01,probgru,CoPy_L,left,all,SS_vs_seasonal,0.0855509193877159,15430,2ec2ba37fa8cbb0b,none
