label,action,n_clips,model,r2,skill,skill_pooled,hausdorff,hausdorff_ratio,r2_F_R,skill_F_R,skill_pooled_F_R,hausdorff_F_R,r2_CoPx_R,skill_CoPx_R,skill_pooled_CoPx_R,hausdorff_CoPx_R,r2_CoPy_R,skill_CoPy_R,skill_pooled_CoPy_R,hausdorff_CoPy_R
OpenTouch train_only_v1 3s six arms,bending,1,s2sflat_flatten,-0.7216417160460976,0.15234123799665344,,2.3798813766797764,0.7908920773076472,,,,,,,,,,,,
OpenTouch train_only_v1 3s six arms,bending,1,s2sflat_persistence,-1.0163805182068717,0.0,,3.0091101491133436,1.0,,,,,,,,,,,,
OpenTouch train_only_v1 3s six arms,bending,1,s2sflat_seasonal,-1.7437664227408216,-0.32440063698862653,,1.492848989307354,0.49610978506294723,,,,,,,,,,,,
OpenTouch train_only_v1 3s six arms,bending,1,persistence,-1.0163805182068717,0.0,,3.0091101491133436,1.0,,,,,,,,,,,,
OpenTouch train_only_v1 3s six arms,carrying,15,pgagg_ar,0.5088638809002639,0.35897733509292146,,2.4720160241999265,0.8037515077899776,,,,,,,,,,,,
OpenTouch train_only_v1 3s six arms,carrying,15,pgagg_persistence,0.13129964811583497,0.0,,3.075597370880293,1.0,,,,,,,,,,,,
OpenTouch train_only_v1 3s six arms,carrying,15,pgagg_prob_gru,0.5331523422999552,0.40419197048690964,,2.4819880005293293,0.8069937970518353,,,,,,,,,,,,
OpenTouch train_only_v1 3s six arms,carrying,15,pgagg_seasonal,0.12364356967374353,-0.06675673607622801,,1.7233446496610831,0.5603284311456639,,,,,,,,,,,,
OpenTouch train_only_v1 3s six arms,carrying,15,pgcnn_ar,0.5088638809002639,0.35897733509292146,,2.4720160241999265,0.8037515077899776,,,,,,,,,,,,
OpenTouch train_only_v1 3s six arms,carrying,15,pgcnn_persistence,0.13129964811583497,0.0,,3.075597370880293,1.0,,,,,,,,,,,,
OpenTouch train_only_v1 3s six arms,carrying,15,pgcnn_pg_cnn,0.5318590620492532,0.3818012930481551,,2.5101449753665226,0.8161487583298567,,,,,,,,,,,,
OpenTouch train_only_v1 3s six arms,carrying,15,pgcnn_seasonal,0.12364356967374353,-0.06675673607622801,,1.7233446496610831,0.5603284311456639,,,,,,,,,,,,
